-182.161, 78.405, 1.459,  1.765
-182.140, 78.361, 1.461,  1.798
-182.118, 78.316, 1.500,  1.831
-182.096, 78.267, 1.578,  1.864
-182.072, 78.216, 1.688,  1.897
-182.048, 78.160, 1.797,  1.930
-182.023, 78.102, 1.858,  1.963
-181.999, 78.043, 1.883,  1.996
-181.975, 77.983, 1.884,  2.029
-181.952, 77.924, 1.870,  2.062
-181.931, 77.866, 1.843,  2.095
-181.910, 77.809, 1.808,  2.128
-181.890, 77.752, 1.766,  2.161
-181.871, 77.698, 1.700,  2.194
-181.854, 77.645, 1.643,  2.227
-181.838, 77.594, 1.599,  2.260
-181.822, 77.543, 1.573,  2.293
-181.806, 77.492, 1.576,  2.326
-181.791, 77.439, 1.619,  2.359
-181.776, 77.384, 1.692,  2.392
-181.760, 77.326, 1.773,  2.425
-181.744, 77.266, 1.840,  2.458
-181.728, 77.204, 1.876,  2.491
-181.712, 77.142, 1.889,  2.524
-181.697, 77.079, 1.883,  2.557
-181.683, 77.018, 1.862,  2.590
-181.669, 76.957, 1.832,  2.623
-181.657, 76.898, 1.779,  2.656
-181.645, 76.841, 1.732,  2.689
-181.633, 76.785, 1.698,  2.722
-181.623, 76.729, 1.686,  2.755
-181.612, 76.672, 1.704,  2.788
-181.602, 76.614, 1.751,  2.821
-181.591, 76.554, 1.812,  2.854
-181.581, 76.492, 1.868,  2.887
-181.570, 76.428, 1.905,  2.920
-181.560, 76.364, 1.917,  2.953
-181.551, 76.300, 1.907,  2.986
-181.542, 76.237, 1.883,  3.019
-181.533, 76.175, 1.855,  3.052
-181.525, 76.114, 1.830,  3.085
-181.517, 76.053, 1.815,  3.118
-181.510, 75.992, 1.814,  3.151
-181.503, 75.931, 1.829,  3.184
-181.496, 75.869, 1.856,  3.217
-181.489, 75.806, 1.889,  3.250
-181.483, 75.742, 1.920,  3.283
-181.476, 75.677, 1.942,  3.316
-181.470, 75.611, 1.951,  3.349
-181.464, 75.546, 1.949,  3.382
-181.459, 75.481, 1.940,  3.415
-181.453, 75.416, 1.929,  3.448
-181.448, 75.352, 1.920,  3.481
-181.444, 75.288, 1.916,  3.514
-181.439, 75.224, 1.920,  3.547
-181.435, 75.159, 1.932,  3.580
-181.431, 75.094, 1.949,  3.613
-181.427, 75.028, 1.969,  3.646
-181.423, 74.962, 1.986,  3.679
-181.419, 74.895, 1.999,  3.712
-181.416, 74.828, 2.006,  3.745
-181.412, 74.760, 2.008,  3.778
-181.409, 74.693, 2.006,  3.811
-181.406, 74.626, 2.004,  3.844
-181.403, 74.559, 2.004,  3.877
-181.401, 74.492, 2.007,  3.910
-181.398, 74.425, 2.013,  3.943
-181.396, 74.357, 2.024,  3.976
-181.393, 74.289, 2.036,  4.009
-181.391, 74.221, 2.049,  4.042
-181.389, 74.152, 2.061,  4.075
-181.387, 74.083, 2.069,  4.108
-181.385, 74.014, 2.075,  4.141
-181.383, 73.944, 2.078,  4.174
-181.382, 73.875, 2.080,  4.207
-181.380, 73.805, 2.083,  4.240
-181.379, 73.735, 2.087,  4.273
-181.378, 73.666, 2.094,  4.306
-181.376, 73.595, 2.102,  4.339
-181.375, 73.525, 2.111,  4.372
-181.374, 73.454, 2.121,  4.405
-181.373, 73.383, 2.131,  4.438
-181.372, 73.312, 2.139,  4.471
-181.371, 73.240, 2.146,  4.504
-181.370, 73.168, 2.152,  4.537
-181.369, 73.096, 2.157,  4.570
-181.369, 73.024, 2.162,  4.603
-181.368, 72.952, 2.168,  4.636
-181.367, 72.880, 2.175,  4.669
-181.367, 72.807, 2.182,  4.702
-181.366, 72.734, 2.190,  4.735
-181.366, 72.661, 2.199,  4.768
-181.365, 72.587, 2.207,  4.801
-181.365, 72.513, 2.215,  4.834
-181.364, 72.439, 2.222,  4.867
-181.364, 72.365, 2.229,  4.900
-181.364, 72.290, 2.235,  4.933
-181.363, 72.216, 2.242,  4.966
-181.363, 72.141, 2.248,  4.999
-181.363, 72.066, 2.256,  5.032
-181.363, 71.990, 2.263,  5.065
-181.363, 71.914, 2.271,  5.098
-181.362, 71.839, 2.279,  5.131
-181.362, 71.762, 2.287,  5.164
-181.362, 71.686, 2.295,  5.197
-181.362, 71.609, 2.302,  5.230
-181.362, 71.532, 2.310,  5.263
-181.362, 71.455, 2.317,  5.296
-181.362, 71.378, 2.324,  5.329
-181.362, 71.300, 2.331,  5.362
-181.362, 71.222, 2.339,  5.395
-181.362, 71.144, 2.347,  5.428
-181.362, 71.065, 2.355,  5.461
-181.362, 70.987, 2.362,  5.494
-181.362, 70.908, 2.370,  5.527
-181.362, 70.829, 2.378,  5.560
-181.363, 70.749, 2.385,  5.593
-181.363, 70.669, 2.393,  5.626
-181.363, 70.589, 2.401,  5.659
-181.363, 70.509, 2.409,  5.692
-181.363, 70.429, 2.417,  5.725
-181.363, 70.348, 2.424,  5.758
-181.363, 70.267, 2.433,  5.791
-181.363, 70.186, 2.441,  5.824
-181.364, 70.104, 2.449,  5.857
-181.364, 70.022, 2.457,  5.890
-181.364, 69.940, 2.465,  5.923
-181.364, 69.858, 2.473,  5.956
-181.364, 69.775, 2.481,  5.989
-181.364, 69.692, 2.489,  6.022
-181.365, 69.609, 2.497,  6.055
-181.365, 69.526, 2.505,  6.088
-181.365, 69.442, 2.513,  6.121
-181.365, 69.358, 2.521,  6.154
-181.365, 69.274, 2.530,  6.187
-181.365, 69.189, 2.538,  6.220
-181.366, 69.104, 2.547,  6.253
-181.366, 69.019, 2.555,  6.286
-181.366, 68.934, 2.563,  6.319
-181.366, 68.848, 2.571,  6.352
-181.366, 68.762, 2.579,  6.385
-181.367, 68.676, 2.588,  6.418
-181.367, 68.590, 2.596,  6.451
-181.367, 68.503, 2.605,  6.484
-181.367, 68.416, 2.614,  6.517
-181.368, 68.328, 2.622,  6.550
-181.368, 68.241, 2.631,  6.583
-181.368, 68.153, 2.640,  6.616
-181.368, 68.065, 2.648,  6.649
-181.368, 67.976, 2.657,  6.682
-181.369, 67.887, 2.665,  6.715
-181.369, 67.798, 2.674,  6.748
-181.369, 67.709, 2.682,  6.781
-181.369, 67.619, 2.691,  6.814
-181.369, 67.529, 2.700,  6.847
-181.370, 67.439, 2.709,  6.880
-181.370, 67.349, 2.718,  6.913
-181.370, 67.258, 2.727,  6.946
-181.370, 67.167, 2.736,  6.979
-181.370, 67.075, 2.745,  7.012
-181.371, 66.984, 2.754,  7.045
-181.371, 66.892, 2.763,  7.078
-181.371, 66.799, 2.772,  7.111
-181.371, 66.707, 2.781,  7.144
-181.371, 66.614, 2.790,  7.177
-181.372, 66.521, 2.799,  7.210
-181.372, 66.427, 2.808,  7.243
-181.372, 66.333, 2.818,  7.276
-181.372, 66.239, 2.827,  7.309
-181.372, 66.144, 2.836,  7.342
-181.373, 66.050, 2.845,  7.375
-181.373, 65.955, 2.854,  7.408
-181.373, 65.859, 2.864,  7.441
-181.373, 65.764, 2.873,  7.474
-181.373, 65.668, 2.883,  7.507
-181.374, 65.571, 2.892,  7.540
-181.374, 65.475, 2.902,  7.573
-181.374, 65.378, 2.912,  7.606
-181.374, 65.280, 2.921,  7.639
-181.374, 65.183, 2.931,  7.672
-181.375, 65.085, 2.940,  7.705
-181.375, 64.987, 2.950,  7.738
-181.375, 64.888, 2.959,  7.771
-181.375, 64.789, 2.969,  7.804
-181.375, 64.690, 2.978,  7.837
-181.376, 64.590, 2.988,  7.870
-181.376, 64.491, 2.998,  7.903
-181.376, 64.390, 3.008,  7.936
-181.376, 64.290, 3.018,  7.969
-181.376, 64.189, 3.028,  8.002
-181.377, 64.088, 3.038,  8.035
-181.377, 63.986, 3.048,  8.068
-181.377, 63.884, 3.058,  8.101
-181.377, 63.782, 3.068,  8.134
-181.377, 63.680, 3.078,  8.167
-181.378, 63.577, 3.088,  8.200
-181.378, 63.474, 3.098,  8.233
-181.378, 63.370, 3.108,  8.266
-181.378, 63.266, 3.118,  8.299
-181.378, 63.162, 3.129,  8.332
-181.378, 63.058, 3.139,  8.365
-181.379, 62.953, 3.149,  8.398
-181.379, 62.847, 3.159,  8.431
-181.379, 62.742, 3.170,  8.464
-181.379, 62.636, 3.180,  8.497
-181.379, 62.530, 3.191,  8.530
-181.379, 62.423, 3.201,  8.563
-181.379, 62.316, 3.212,  8.596
-181.380, 62.209, 3.222,  8.629
-181.380, 62.101, 3.233,  8.662
-181.380, 61.993, 3.244,  8.695
-181.380, 61.885, 3.255,  8.728
-181.380, 61.776, 3.265,  8.761
-181.380, 61.667, 3.276,  8.794
-181.381, 61.557, 3.286,  8.827
-181.381, 61.448, 3.296,  8.860
-181.381, 61.337, 3.307,  8.893
-181.381, 61.227, 3.318,  8.926
-181.381, 61.116, 3.329,  8.959
-181.381, 61.005, 3.340,  8.992
-181.381, 60.893, 3.352,  9.025
-181.382, 60.781, 3.363,  9.058
-181.382, 60.669, 3.374,  9.091
-181.382, 60.556, 3.385,  9.124
-181.382, 60.443, 3.396,  9.157
-181.382, 60.329, 3.407,  9.190
-181.382, 60.215, 3.418,  9.223
-181.383, 60.101, 3.429,  9.256
-181.383, 59.987, 3.440,  9.289
-181.383, 59.872, 3.452,  9.322
-181.383, 59.756, 3.464,  9.355
-181.383, 59.641, 3.475,  9.388
-181.383, 59.525, 3.487,  9.421
-181.383, 59.408, 3.498,  9.454
-181.384, 59.291, 3.510,  9.487
-181.384, 59.174, 3.521,  9.520
-181.384, 59.056, 3.532,  9.553
-181.384, 58.938, 3.544,  9.586
-181.384, 58.820, 3.555,  9.619
-181.384, 58.701, 3.567,  9.652
-181.385, 58.582, 3.579,  9.685
-181.385, 58.462, 3.591,  9.718
-181.385, 58.342, 3.603,  9.751
-181.385, 58.222, 3.615,  9.784
-181.385, 58.101, 3.626,  9.817
-181.385, 57.980, 3.638,  9.850
-181.385, 57.858, 3.650,  9.883
-181.386, 57.736, 3.662,  9.916
-181.386, 57.614, 3.674,  9.949
-181.386, 57.491, 3.686,  9.982
-181.386, 57.368, 3.698, 10.015
-181.386, 57.244, 3.711, 10.048
-181.386, 57.120, 3.723, 10.081
-181.387, 56.996, 3.735, 10.114
-181.387, 56.871, 3.747, 10.147
-181.387, 56.746, 3.760, 10.180
-181.387, 56.620, 3.772, 10.213
-181.387, 56.494, 3.785, 10.246
-181.387, 56.368, 3.797, 10.279
-181.387, 56.241, 3.810, 10.312
-181.388, 56.113, 3.822, 10.345
-181.388, 55.986, 3.835, 10.378
-181.388, 55.858, 3.847, 10.411
-181.388, 55.729, 3.860, 10.444
-181.388, 55.600, 3.873, 10.477
-181.388, 55.471, 3.885, 10.510
-181.388, 55.341, 3.897, 10.543
-181.388, 55.211, 3.910, 10.576
-181.388, 55.080, 3.923, 10.609
-181.389, 54.949, 3.936, 10.642
-181.389, 54.817, 3.950, 10.675
-181.389, 54.685, 3.963, 10.708
-181.389, 54.553, 3.976, 10.741
-181.389, 54.420, 3.989, 10.774
-181.389, 54.287, 4.002, 10.807
-181.389, 54.153, 4.015, 10.840
-181.389, 54.019, 4.027, 10.873
-181.390, 53.884, 4.040, 10.906
-181.390, 53.749, 4.054, 10.939
-181.390, 53.614, 4.067, 10.972
-181.390, 53.478, 4.081, 11.005
-181.390, 53.342, 4.094, 11.038
-181.390, 53.205, 4.108, 11.071
-181.390, 53.067, 4.121, 11.104
-181.390, 52.930, 4.135, 11.137
-181.390, 52.792, 4.148, 11.170
-181.391, 52.653, 4.161, 11.203
-181.391, 52.514, 4.175, 11.236
-181.391, 52.374, 4.189, 11.269
-181.391, 52.234, 4.203, 11.302
-181.391, 52.094, 4.217, 11.335
-181.391, 51.953, 4.231, 11.368
-181.391, 51.812, 4.245, 11.401
-181.391, 51.670, 4.259, 11.434
-181.391, 51.527, 4.272, 11.467
-181.391, 51.385, 4.286, 11.500
-181.392, 51.242, 4.300, 11.533
-181.392, 51.098, 4.313, 11.566
-181.392, 50.954, 4.328, 11.599
-181.392, 50.809, 4.342, 11.632
-181.392, 50.664, 4.357, 11.665
-181.392, 50.518, 4.372, 11.698
-181.392, 50.372, 4.386, 11.731
-181.392, 50.226, 4.401, 11.764
-181.392, 50.079, 4.415, 11.797
-181.392, 49.931, 4.429, 11.830
-181.392, 49.783, 4.443, 11.863
-181.392, 49.635, 4.458, 11.896
-181.392, 49.486, 4.472, 11.929
-181.393, 49.336, 4.487, 11.962
-181.393, 49.186, 4.501, 11.995
-181.393, 49.036, 4.516, 12.028
-181.393, 48.885, 4.532, 12.061
-181.393, 48.734, 4.547, 12.094
-181.393, 48.582, 4.562, 12.127
-181.393, 48.429, 4.577, 12.160
-181.393, 48.276, 4.592, 12.193
-181.393, 48.123, 4.607, 12.226
-181.393, 47.969, 4.621, 12.259
-181.393, 47.814, 4.636, 12.292
-181.393, 47.659, 4.652, 12.325
-181.393, 47.504, 4.667, 12.358
-181.393, 47.348, 4.683, 12.391
-181.393, 47.192, 4.698, 12.424
-181.393, 47.035, 4.714, 12.457
-181.393, 46.877, 4.729, 12.490
-181.394, 46.719, 4.745, 12.523
-181.394, 46.560, 4.760, 12.556
-181.394, 46.401, 4.776, 12.589
-181.394, 46.242, 4.791, 12.622
-181.394, 46.082, 4.807, 12.655
-181.394, 45.921, 4.823, 12.688
-181.394, 45.760, 4.839, 12.721
-181.394, 45.598, 4.854, 12.754
-181.394, 45.436, 4.870, 12.787
-181.394, 45.273, 4.887, 12.820
-181.394, 45.110, 4.903, 12.853
-181.394, 44.946, 4.919, 12.886
-181.394, 44.782, 4.935, 12.919
-181.394, 44.617, 4.951, 12.952
-181.394, 44.451, 4.967, 12.985
-181.394, 44.285, 4.984, 13.018
-181.394, 44.119, 5.000, 13.051
-181.394, 43.952, 5.017, 13.084
-181.394, 43.784, 5.033, 13.117
-181.394, 43.616, 5.050, 13.150
-181.394, 43.447, 5.066, 13.183
-181.394, 43.278, 5.083, 13.216
-181.394, 43.108, 5.098, 13.249
-181.394, 42.938, 5.108, 13.282
-181.394, 42.768, 5.106, 13.315
-181.394, 42.598, 5.093, 13.348
-181.394, 42.429, 5.085, 13.381
-181.394, 42.259, 5.089, 13.414
-181.394, 42.089, 5.109, 13.447
-181.394, 41.918, 5.146, 13.480
-181.394, 41.745, 5.199, 13.513
-181.394, 41.569, 5.262, 13.546
-181.394, 41.392, 5.326, 13.579
-181.394, 41.213, 5.380, 13.612
-181.394, 41.032, 5.412, 13.645
-181.394, 40.852, 5.421, 13.678
-181.394, 40.671, 5.410, 13.711
-181.394, 40.492, 5.385, 13.744
-181.394, 40.314, 5.354, 13.777
-181.394, 40.136, 5.325, 13.810
-181.394, 39.960, 5.303, 13.843
-181.394, 39.783, 5.298, 13.876
-181.393, 39.606, 5.310, 13.909
-181.393, 39.429, 5.340, 13.942
-181.393, 39.249, 5.389, 13.975
-181.393, 39.068, 5.456, 14.008
-181.393, 38.883, 5.540, 14.041
-181.393, 38.695, 5.630, 14.074
-181.393, 38.505, 5.706, 14.107
-181.393, 38.313, 5.748, 14.140
-181.393, 38.122, 5.748, 14.173
-181.393, 37.931, 5.717, 14.206
-181.393, 37.742, 5.667, 14.239
-181.393, 37.556, 5.607, 14.272
-181.393, 37.371, 5.548, 14.305
-181.393, 37.188, 5.498, 14.338
-181.393, 37.006, 5.462, 14.371
-181.392, 36.824, 5.446, 14.404
-181.392, 36.643, 5.449, 14.437
-181.392, 36.461, 5.470, 14.470
-181.392, 36.277, 5.510, 14.503
-181.392, 36.092, 5.567, 14.536
-181.392, 35.903, 5.645, 14.569
-181.392, 35.712, 5.744, 14.602
-181.392, 35.517, 5.870, 14.635
-181.392, 35.317, 6.002, 14.668
-181.392, 35.113, 6.117, 14.701
-181.391, 34.906, 6.197, 14.734
-181.391, 34.698, 6.229, 14.767
-181.391, 34.491, 6.215, 14.800
-181.391, 34.286, 6.165, 14.833
-181.391, 34.083, 6.088, 14.866
-181.391, 33.884, 5.994, 14.899
-181.391, 33.687, 5.899, 14.932
-181.391, 33.494, 5.813, 14.965
-181.390, 33.303, 5.741, 14.998
-181.390, 33.113, 5.690, 15.031
-181.390, 32.924, 5.662, 15.064
-181.390, 32.736, 5.653, 15.097
-181.390, 32.547, 5.663, 15.130
-181.390, 32.357, 5.692, 15.163
-181.390, 32.166, 5.739, 15.196
-181.389, 31.972, 5.804, 15.229
-181.389, 31.776, 5.891, 15.262
-181.389, 31.576, 6.003, 15.295
-181.389, 31.372, 6.131, 15.328
-181.389, 31.163, 6.262, 15.361
-181.389, 30.950, 6.391, 15.394
-181.388, 30.733, 6.506, 15.427
-181.388, 30.514, 6.589, 15.460
-181.388, 30.293, 6.627, 15.493
-181.388, 30.072, 6.618, 15.526
-181.388, 29.854, 6.571, 15.559
-181.387, 29.637, 6.496, 15.592
-181.387, 29.424, 6.400, 15.625
-181.387, 29.215, 6.297, 15.658
-181.387, 29.008, 6.201, 15.691
-181.387, 28.805, 6.122, 15.724
-181.386, 28.603, 6.071, 15.757
-181.386, 28.401, 6.056, 15.790
-181.386, 28.199, 6.069, 15.823
-181.386, 27.995, 6.103, 15.856
-181.385, 27.790, 6.154, 15.889
-181.385, 27.583, 6.219, 15.922
-181.385, 27.373, 6.299, 15.955
-181.385, 27.160, 6.391, 15.988
-181.385, 26.943, 6.492, 16.021
-181.384, 26.724, 6.598, 16.054
-181.384, 26.500, 6.708, 16.087
-181.384, 26.273, 6.820, 16.120
-181.383, 26.042, 6.923, 16.153
-181.383, 25.809, 7.000, 16.186
-181.383, 25.575, 7.035, 16.219
-181.383, 25.341, 7.023, 16.252
-181.382, 25.109, 6.973, 16.285
-181.382, 24.879, 6.896, 16.318
-181.382, 24.652, 6.808, 16.351
-181.382, 24.429, 6.721, 16.384
-181.381, 24.208, 6.648, 16.417
-181.381, 23.988, 6.598, 16.450
-181.381, 23.769, 6.581, 16.483
-181.380, 23.549, 6.592, 16.516
-181.380, 23.329, 6.625, 16.549
-181.380, 23.106, 6.676, 16.582
-181.379, 22.882, 6.740, 16.615
-181.379, 22.654, 6.816, 16.648
-181.379, 22.425, 6.901, 16.681
-181.378, 22.191, 6.993, 16.714
-181.378, 21.955, 7.091, 16.747
-181.378, 21.716, 7.195, 16.780
-181.377, 21.472, 7.300, 16.813
-181.377, 21.226, 7.395, 16.846
-181.377, 20.978, 7.463, 16.879
-181.376, 20.728, 7.489, 16.912
-181.376, 20.479, 7.469, 16.945
-181.375, 20.232, 7.415, 16.978
-181.375, 19.988, 7.342, 17.011
-181.375, 19.746, 7.264, 17.044
-181.374, 19.507, 7.194, 17.077
-181.374, 19.269, 7.143, 17.110
-181.373, 19.032, 7.120, 17.143
-181.373, 18.795, 7.125, 17.176
-181.373, 18.557, 7.151, 17.209
-181.372, 18.317, 7.194, 17.242
-181.372, 18.075, 7.251, 17.275
-181.371, 17.831, 7.320, 17.308
-181.371, 17.585, 7.398, 17.341
-181.371, 17.335, 7.483, 17.374
-181.370, 17.083, 7.575, 17.407
-181.370, 16.828, 7.672, 17.440
-181.369, 16.569, 7.771, 17.473
-181.369, 16.307, 7.862, 17.506
-181.368, 16.043, 7.930, 17.539
-181.368, 15.777, 7.962, 17.572
-181.367, 15.512, 7.951, 17.605
-181.367, 15.249, 7.906, 17.638
-181.366, 14.988, 7.842, 17.671
-181.366, 14.729, 7.774, 17.704
-181.365, 14.472, 7.715, 17.737
-181.365, 14.217, 7.675, 17.770
-181.364, 13.962, 7.661, 17.803
-181.364, 13.707, 7.671, 17.836
-181.363, 13.450, 7.700, 17.869
-181.363, 13.192, 7.744, 17.902
-181.362, 12.932, 7.801, 17.935
-181.362, 12.670, 7.868, 17.968
-181.361, 12.405, 7.943, 18.001
-181.361, 12.138, 8.025, 18.034
-181.360, 11.868, 8.114, 18.067
-181.360, 11.594, 8.207, 18.100
-181.359, 11.318, 8.303, 18.133
-181.358, 11.038, 8.388, 18.166
-181.358, 10.757, 8.449, 18.199
-181.357, 10.475, 8.474, 18.232
-181.357, 10.193, 8.460, 18.265
-181.356, 9.912, 8.416, 18.298
-181.355, 9.634, 8.358, 18.331
-181.355, 9.358, 8.299, 18.364
-181.354, 9.083, 8.250, 18.397
-181.354, 8.810, 8.223, 18.430
-181.353, 8.536, 8.220, 18.463
-181.352, 8.262, 8.237, 18.496
-181.352, 7.986, 8.270, 18.529
-181.351, 7.709, 8.316, 18.562
-181.350, 7.430, 8.373, 18.595
-181.350, 7.149, 8.439, 18.628
-181.349, 6.865, 8.512, 18.661
-181.348, 6.579, 8.593, 18.694
-181.348, 6.290, 8.678, 18.727
-181.347, 5.998, 8.769, 18.760
-181.346, 5.703, 8.860, 18.793
-181.346, 5.405, 8.942, 18.826
-181.345, 5.105, 8.999, 18.859
-181.344, 4.805, 9.024, 18.892
-181.343, 4.504, 9.012, 18.925
-181.343, 4.205, 8.974, 18.958
-181.342, 3.908, 8.922, 18.991
-181.341, 3.613, 8.872, 19.024
-181.340, 3.319, 8.833, 19.057
-181.340, 3.026, 8.816, 19.090
-181.339, 2.732, 8.820, 19.123
-181.338, 2.438, 8.840, 19.156
-181.337, 2.142, 8.875, 19.189
-181.337, 1.845, 8.921, 19.222
-181.336, 1.546, 8.977, 19.255
-181.335, 1.244, 9.042, 19.288
-181.334, 0.941, 9.113, 19.321
-181.333, 0.635, 9.190, 19.354
-181.333, 0.326, 9.272, 19.387
-181.332, 0.014, 9.359, 19.420
-181.331, -0.301, 9.447, 19.453
-181.330, -0.618, 9.525, 19.486
-181.329, -0.937, 9.583, 19.519
-181.328, -1.257, 9.612, 19.552
-181.327, -1.577, 9.609, 19.585
-181.326, -1.897, 9.581, 19.618
-181.325, -2.214, 9.540, 19.651
-181.325, -2.531, 9.500, 19.684
-181.324, -2.846, 9.471, 19.717
-181.323, -3.161, 9.462, 19.750
-181.322, -3.476, 9.471, 19.783
-181.321, -3.792, 9.494, 19.816
-181.320, -4.110, 9.529, 19.849
-181.319, -4.429, 9.575, 19.882
-181.318, -4.749, 9.630, 19.915
-181.317, -5.072, 9.692, 19.948
-181.316, -5.397, 9.760, 19.981
-181.315, -5.725, 9.834, 20.014
-181.314, -6.055, 9.912, 20.047
-181.313, -6.388, 9.994, 20.080
-181.312, -6.724, 10.078, 20.113
-181.311, -7.062, 10.153, 20.146
-181.310, -7.402, 10.209, 20.179
-181.309, -7.743, 10.240, 20.212
-181.308, -8.084, 10.243, 20.245
-181.307, -8.425, 10.225, 20.278
-181.305, -8.764, 10.194, 20.311
-181.304, -9.103, 10.165, 20.344
-181.303, -9.441, 10.149, 20.377
-181.302, -9.779, 10.150, 20.410
-181.301, -10.117, 10.166, 20.443
-181.300, -10.457, 10.193, 20.476
-181.299, -10.797, 10.231, 20.509
-181.298, -11.140, 10.278, 20.542
-181.297, -11.484, 10.333, 20.575
-181.295, -11.830, 10.393, 20.608
-181.294, -12.179, 10.460, 20.641
-181.293, -12.530, 10.531, 20.674
-181.292, -12.883, 10.606, 20.707
-181.291, -13.239, 10.685, 20.740
-181.289, -13.597, 10.762, 20.773
-181.288, -13.958, 10.829, 20.806
-181.287, -14.320, 10.879, 20.839
-181.286, -14.684, 10.907, 20.872
-181.284, -15.047, 10.913, 20.905
-181.283, -15.410, 10.902, 20.938
-181.282, -15.773, 10.884, 20.971
-181.280, -16.135, 10.871, 21.004
-181.279, -16.497, 10.872, 21.037
-181.278, -16.859, 10.886, 21.070
-181.276, -17.222, 10.911, 21.103
-181.275, -17.587, 10.946, 21.136
-181.274, -17.953, 10.989, 21.169
-181.272, -18.321, 11.039, 21.202
-181.271, -18.690, 11.095, 21.235
-181.270, -19.062, 11.156, 21.268
-181.268, -19.436, 11.222, 21.301
-181.267, -19.812, 11.293, 21.334
-181.265, -20.190, 11.367, 21.367
-181.264, -20.572, 11.441, 21.400
-181.262, -20.955, 11.509, 21.433
-181.261, -21.340, 11.563, 21.466
-181.259, -21.726, 11.598, 21.499
-181.258, -22.113, 11.615, 21.532
-181.256, -22.500, 11.616, 21.565
-181.255, -22.887, 11.608, 21.598
-181.253, -23.273, 11.602, 21.631
-181.252, -23.660, 11.606, 21.664
-181.250, -24.047, 11.622, 21.697
-181.249, -24.434, 11.648, 21.730
-181.247, -24.824, 11.682, 21.763
-181.246, -25.214, 11.724, 21.796
-181.244, -25.606, 11.772, 21.829
-181.242, -26.000, 11.826, 21.862
-181.241, -26.396, 11.885, 21.895
-181.239, -26.794, 11.948, 21.928
-181.238, -27.194, 12.016, 21.961
-181.236, -27.597, 12.087, 21.994
-181.234, -28.002, 12.160, 22.027
-181.232, -28.409, 12.231, 22.060
-181.231, -28.819, 12.292, 22.093
-181.229, -29.230, 12.340, 22.126
-181.227, -29.642, 12.371, 22.159
-181.226, -30.054, 12.385, 22.192
-181.224, -30.467, 12.388, 22.225
-181.222, -30.879, 12.387, 22.258
-181.220, -31.292, 12.392, 22.291
-181.218, -31.705, 12.407, 22.324
-181.217, -32.119, 12.431, 22.357
-181.215, -32.534, 12.463, 22.390
-181.213, -32.951, 12.502, 22.423
-181.211, -33.368, 12.547, 22.456
-181.209, -33.788, 12.598, 22.489
-181.207, -34.210, 12.653, 22.522
-181.205, -34.633, 12.713, 22.555
-181.203, -35.059, 12.777, 22.588
-181.202, -35.486, 12.845, 22.621
-181.200, -35.917, 12.916, 22.654
-181.198, -36.349, 12.988, 22.687
-181.196, -36.784, 13.059, 22.720
-181.194, -37.221, 13.122, 22.753
-181.192, -37.660, 13.172, 22.786
-181.190, -38.100, 13.207, 22.819
-181.188, -38.541, 13.228, 22.852
-181.185, -38.982, 13.238, 22.885
-181.183, -39.423, 13.245, 22.918
-181.181, -39.864, 13.256, 22.951
-181.179, -40.306, 13.275, 22.984
-181.177, -40.749, 13.302, 23.017
-181.175, -41.193, 13.336, 23.050
